id,url,role,Topic,title,module,description,lastUpdated,sapHelpLink
204,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_DD2E2A4E2357718B,Shipping Specialist,Creating Free-of-Charge Deliveries (BKP),Creating Free-of-Charge Deliveries (BKP),Logistics - Shipping (LE-SHP),Create a free-of-charge replacement delivery with a reference to the replacement order.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
205,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_DFBCB594A5DDDE89,Intrastat Specialist,Creating Intrastat Declarations Automatically (Background Job),Creating Intrastat Declarations Automatically (Background Job),General,Schedule a background job that can generate the intrastat declarations that are based on billing documents and purchase orders.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
206,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_946E117DC6237087,Intrastat Specialist,Creating Intrastat Declarations Manually,Creating Intrastat Declarations Manually,General,"Create intrastat declarations for the providers of information, with fields that are required by the authorities.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
207,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_9411A19AED61BCBB,Billing Clerk,Creating Invoice List,Creating Invoice List,Sales - Billing (SD-BIL),Create an invoice list from billing documents.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
208,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_E9D44FF508CC9D9E,Accounts Payable Accountant,Creating Invoice Receipts by Line Item (J62),Creating Invoice Receipts by Line Item (J62),Finance - Accounts Payable (FI-AP),Create an invoice receipt by line item in asset accounting.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
209,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_EEE32D6A68474B5,Asset Accountant,Creating Legacy Assets,Creating Legacy Assets,Finance - Asset Accounting (FI-AA),Create a legacy asset and enter values for a legacy asset in asset accounting.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
210,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_33C4B6B377FD3BA,Cash Management Specialist,Creating Manual Input Bank Statements,Creating Manual Input Bank Statements,Treasury (TR),Use external transactions to create manual bank statements.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
211,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_993FF53BFA4E95BC,Order Fulfillment Manager,Creating Master Data for Supply Protections,Creating Master Data for Supply Protections,General,Create master data for supply protection in which you can protect quantities of a material of a specific plant for other demands.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
212,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_E55E8A9DDC295BB7,Cash Management Specialist,Creating Memo Records,Creating Memo Records,Treasury (TR),Create memo records.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
213,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_60C1D78F5C616FAD,Master Data Steward,Creating New Data Quality Rules with BRFplus Implementation,Creating New Data Quality Rules with BRFplus Implementation,Master Data Governance (MDG),Create a new data quality rule with BRFplus implementation,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
214,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_E42FCC805C9D2E83,Design Engineer,Creating New Documents,Creating New Documents,General,Create new documents in the document management system.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
215,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_9A10AB18F03ACE81,Warehouse Clerk,Creating New Inspection Lots,Creating New Inspection Lots,Warehouse Management (WM),Transfer material to quality inspection stock and create a new inspection lot.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
216,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_37270D096DC04A8C,Design Engineer,Creating New Versions of Documents,Creating New Versions of Documents,General,Create a new version of an existing document. The new version of the document has the original files copied from the source document.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
217,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_5B1325F703DC71B7,Shipping Specialist,Creating Outbound Deliveries,Creating Outbound Deliveries,Logistics - Shipping (LE-SHP),Create an outbound delivery.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
218,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_8D5DBCB8F89D4791,Shipping Specialist,Creating Outbound Deliveries,Creating Outbound Deliveries,Logistics - Shipping (LE-SHP),Complete a return/ outbound delivery.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
219,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_41898AB2DB49E6AD,Shipping Specialist,Creating Outbound Deliveries Without Order References,Creating Outbound Deliveries Without Order References,Logistics - Shipping (LE-SHP),Create a delivery without an order reference.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
220,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_2261EE21FF213ABE,Internal Sales Representative,Creating Pallets Issue Orders,Creating Pallets Issue Orders,Sales (SD),Create and print a pallets issue order for unreturned pallets.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
221,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_7C46D23FC414FFBF,Internal Sales Representative,Creating Pallets Return Sales Orders,Creating Pallets Return Sales Orders,Sales (SD),Create a return sales order for pallets.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
222,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_A894B0C23C198290,Billing Clerk,Creating Partial Settlements with Reversal of Accruals,Creating Partial Settlements with Reversal of Accruals,Sales - Billing (SD-BIL),Create a partial settlement with reversal of accruals for a condition contract.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
223,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_20D80AC050EC43AE,Warehouse Clerk,Creating Physical Inventory Documents (Mass Creation),Creating Physical Inventory Documents (Mass Creation),Warehouse Management (WM),Use mass creation to create physical inventory documents.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
224,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_E4BE9036F48273AD,Production Planner,Creating Planned Independent Requirements (1BM),Creating Planned Independent Requirements (1BM),Production (PP),"Planned Independent requirements are used to perform demand management functions. A Planned Independent Requirement contains a number of planned independent requirements schedule lines, that is, one planned quantity split over time according to dates.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
225,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_46BB3B1477A6ABA4,Production Planner,Creating Planned Independent Requirements (BJ5),Creating Planned Independent Requirements (BJ5),Production (PP),Create demand for a material using planned independent requirements in make-to-stock production for discrete manufacturing.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
226,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_B7FF4DD74AFF42AE,Production Planner,Creating Planned Independent Requirements (BJH),Creating Planned Independent Requirements (BJH),Production (PP),Create and release planned independent requirements in make-to-stock production for repetitive manufacturing.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
227,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_DAF08FB2FE18ADAC,Purchaser,Creating Price Requests,Creating Price Requests,Procurement (MM-PUR),Create a price request for a quotation and submit the request to the corresponding suppliers.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
228,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_4B4B7E25C0C1A5A6,Billing Clerk,Creating Pro Forma Invoices,Creating Pro Forma Invoices,Sales - Billing (SD-BIL),Create and print a pro forma invoice with reference to delivery.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
229,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_3B67C3394139F3A9,Billing Clerk,Creating Pro-Forma Invoices (BKP),Creating Pro-Forma Invoices (BKP),Sales - Billing (SD-BIL),Create a pro-forma invoice with reference to the replacement delivery.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
230,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_EFABA73610DD21A9,Production Planner,Creating Production Orders,Creating Production Orders,Production (PP),"Create a production order for the final assembly of a material, without an external processing operation.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
231,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_71330A91920E0881,Production Supervisor - Discrete Manufacturing,Creating Production Orders With Subcontract Operation,Creating Production Orders With Subcontract Operation,Production (PP),Create a production order and generate a purchase requisition for a vendor.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
232,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_6EFD7753BADB4D8D,Cost Accountant - Sales,Creating Profitability Realignment Runs,Creating Profitability Realignment Runs,Finance - General Ledger (FI-GL),Create a realignment run and a realignment request. Input realignment request selection criteria and conversion rule criteria.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
233,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_4160F9E2868F98BB,Purchaser,Creating Purchase Contracts with Reference to Purchase Requisitions,Creating Purchase Contracts with Reference to Purchase Requisitions,Procurement (MM-PUR),Create a purchase contract with reference to purchase requisition.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
234,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_9DEC03E3D10BA99C,Purchaser,Creating Purchase Contracts with Reference to the Contract Template,Creating Purchase Contracts with Reference to the Contract Template,Procurement (MM-PUR),Create a purchase contract with reference to the contract template.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
235,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_6790A13507ABB85,Purchaser,Creating Purchase Orders (1FM),Creating Purchase Orders (1FM),Procurement (MM-PUR),Create a Purchase Order for consumable purchasing.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
236,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_778239D0B03F6E8C,Purchaser,Creating Purchase Orders (BMY),Creating Purchase Orders (BMY),Procurement (MM-PUR),Assign a purchase requisition for planned subcontracting and create a corresponding purchase order.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
237,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_9578E896A0243FBF,Purchaser,Creating Purchase Orders (BNX),Creating Purchase Orders (BNX),Procurement (MM-PUR),Create a purchase order to purchase material without a material number.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
238,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_31C628715FA762B6,Purchaser,Creating Purchase Orders (J45),Creating Purchase Orders (J45),Procurement (MM-PUR),Create a purchase order for procurement of direct materials.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
239,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_8B7BACE5D6C1CC98,Purchaser,Creating Purchase Orders for Consignment Material,Creating Purchase Orders for Consignment Material,Procurement (MM-PUR),Create a consignment purchase order.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
240,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_EA0074339D409F90,Purchaser,Creating Purchase Orders for Limit Items,Creating Purchase Orders for Limit Items,Procurement (MM-PUR),Create a purchase order for limit items with the multiple account assignment function.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
241,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_149B3C6A1D635BB1,Purchaser,Creating Purchase Orders Manually for Down Payments,Creating Purchase Orders Manually for Down Payments,Procurement (MM-PUR),Create a purchase order for the down payment purchase order.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
242,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_63C622EAB070D180,"Accounts Payable Accountant,Purchaser",Creating Purchase Orders Manually for Free Goods,Creating Purchase Orders Manually for Free Goods,Finance - Accounts Payable (FI-AP),"Providing instructions for changing material master data, for changing supplier master data, for creating purchasing info record and creating Purchase Order Manually for Free Goods.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
243,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_B5D5B2523C80698C,Purchaser,Creating Purchase Orders with Limits,Creating Purchase Orders with Limits,Procurement (MM-PUR),Create a purchase order with items and limit items.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
244,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_5EDD2C81E6A085BF,Purchaser,Creating Purchase Requisitions,Creating Purchase Requisitions,Procurement (MM-PUR),Create a purchase requisition in asset accounting.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
245,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_98F501957B9EAF9F,Purchaser,Creating Purchase Requisitions,Creating Purchase Requisitions,Procurement (MM-PUR),Create a service purchase requisition with items and limit items.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
246,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_D312101EDA6E2783,Purchaser,Creating Purchase Requisitions (Outline Agreement Requisition) BMD,Creating Purchase Requisitions (Outline Agreement Requisition) BMD,Procurement (MM-PUR),Create a purchase requisition for a purchase contract.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
247,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_B0BAD1896DE03084,Purchaser,Creating Purchase Requisitions (Standard),Creating Purchase Requisitions (Standard),Procurement (MM-PUR),Create a purchase requisition.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
248,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_24049D4F06C41F9E,Employee - Procurement,Creating Purchase Requisitions in HUB Systems,Creating Purchase Requisitions in HUB Systems,Procurement (MM-PUR),Create a shopping cart and generate a purchase requisition in the HUB system.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
249,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_EB000D56CCA3988C,Employee - Procurement,Creating Purchase Requisitions with Catalogs,Creating Purchase Requisitions with Catalogs,Procurement (MM-PUR),"Create shopping carts for catalogs, and generate purchase requisitions.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
250,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_D41F82CBC37F1BB4,Employee - Procurement,Creating Purchase Requisitions with Enhanced Limit Items,Creating Purchase Requisitions with Enhanced Limit Items,Procurement (MM-PUR),"Create shopping carts for free text material, and generate purchase requisitions with enhanced limit items.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
251,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_C364DF84B75BA1A2,Employee - Procurement,Creating Purchase Requisitions with Multiple Cost Centers,Creating Purchase Requisitions with Multiple Cost Centers,Procurement (MM-PUR),"Create shopping carts for free text material, and generate purchase requisitions (using multiple cost centers).",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
252,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_BA51C8067C6E6CBB,Employee - Procurement,Creating Purchase Requisitions with Single Cost Centers,Creating Purchase Requisitions with Single Cost Centers,Procurement (MM-PUR),"Create shopping carts for free text material, and generate purchase requisitions (using a single cost center).",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
253,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_7536A3AEC7F831A2,Purchaser,Creating Purchasing Contracts,Creating Purchasing Contracts,Procurement (MM-PUR),"Create a purchase contract by entering purchasing group, purchasing organization, supplier, payment terms, and item category details.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
254,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_8F999E9B0A751CB5,Purchaser,Creating Purchasing Orders for External Processing,Creating Purchasing Orders for External Processing,Procurement (MM-PUR),Convert a purchase requisition into a purchase order.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
255,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_74A364F16910879C,General Ledger Accountant,Creating Recurring Journal Entries,Creating Recurring Journal Entries,Finance - General Ledger (FI-GL),Create recurring journal entries.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
256,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_C3E64A2CD4728186,Employee - Procurement,Creating Return Deliveries for HUB Purchase Requisitions,Creating Return Deliveries for HUB Purchase Requisitions,Procurement (MM-PUR),Initiate the Return Delivery process against a purchase requisition once the goods receipt is carried out.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
257,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_12C6773535048AB5,Returns and Refund Clerk,Creating Return Orders (1Z3),Creating Return Orders (1Z3),Sales - Returns (SD-RET),Create and print return orders in accelerated third party returns.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
258,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_D7D58D05F13D619E,Returns and Refund Clerk,Creating Return Orders (BKP),Creating Return Orders (BKP),Sales - Returns (SD-RET),Create a return sales order and perform material inspection at the customer site.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
259,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_7D016DA8B0639EBB,Returns and Refund Clerk,Creating Return Orders (BKP),Creating Return Orders (BKP),Sales - Returns (SD-RET),Create a return order in the role of Returns and Refunds Clerk.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
260,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_D62FB5574EB57CAC,Purchaser,Creating Return Purchase Orders,Creating Return Purchase Orders,Procurement (MM-PUR),Complete a return purchase order.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
261,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_273B0B61BAFAABAB,,Creating Returns Delivery (BDD),Creating Returns Delivery (BDD),Cross-Functional,Create a return delievry using a return order.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
262,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_2F397388EF99C18D,Returns and Refund Clerk,Creating Returns Orders (BDD),Creating Returns Orders (BDD),Sales - Returns (SD-RET),Create a return order sales document from reference.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
263,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_63F82C6F2967C5AF,Production Supervisor - Discrete Manufacturing,Creating Rework Production Orders,Creating Rework Production Orders,Production (PP),Enter order information and select a production version.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
264,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_78A33C59155B8998,Internal Sales Representative,Creating Sales Contracts (Quantity),Creating Sales Contracts (Quantity),Sales (SD),Create sales contracts (quantity) with billing plan.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
265,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_47976C4F53E2148D,Internal Sales Representative,Creating Sales Inquiries,Creating Sales Inquiries,Sales (SD),Select and print a sales inquiry.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
266,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_5552758EA419DB83,Internal Sales Representative,Creating Sales Order with Collective Billing,Creating Sales Order with Collective Billing,Sales (SD),Create standard sales orders with collective billing.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
267,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_C210F2CF44BE87AC,Internal Sales Representative,Creating Sales Order with Invoice List,Creating Sales Order with Invoice List,Sales (SD),Create standard sales orders with invoice lists.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
268,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_D4A05AB7115C17BB,Internal Sales Representative,Creating Sales Orders,Creating Sales Orders,Sales (SD),Create a sales order for material.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
269,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_73396C831107AE9D,Internal Sales Representative,Creating Sales Orders,Creating Sales Orders,Sales (SD),Create a sales order in free goods processing.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
270,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_7DE39ED93805F2AB,Internal Sales Representative,Creating Sales Orders (2EQ),Creating Sales Orders (2EQ),Sales (SD),Create sales orders for sale of services.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
271,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_C92B797E02FD5583,Internal Sales Representative,Creating Sales Orders (2ET),Creating Sales Orders (2ET),Sales (SD),Create a sales order to handle both stock and non-stock items.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
272,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_BE396EBF3F6DAC81,Internal Sales Representative,Creating Sales Orders (BDA),Creating Sales Orders (BDA),Sales (SD),Create a unique sales order type that allows free of charge orders.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
273,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_C9D25A0770BD7CB2,Internal Sales Representative,Creating Sales Orders (BDH),Creating Sales Orders (BDH),Sales (SD),Create a sales order for a prospective customer.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
274,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_9632AEF2746282AF,Internal Sales Representative,Creating Sales Orders (BDK),Creating Sales Orders (BDK),Sales (SD),Create a third-party sales order.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
275,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_7058DB5F8E6EE280,Internal Sales Representative,Creating Sales Orders (BJE),Creating Sales Orders (BJE),Sales (SD),Create a sales order according to customer requirement.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
276,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_8CD75224A492448A,Internal Sales Representative,Creating Sales Orders with Billing Plans,Creating Sales Orders with Billing Plans,Sales (SD),Generate a sales order and assign a billing plan.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
277,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_70F230B9ED1E93AD,Internal Sales Representative,Creating Sales Orders with Delivery Block,Creating Sales Orders with Delivery Block,Sales (SD),Create a sales order with a delivery block.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
278,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_61EDF41D0E22A6B6,Internal Sales Representative,Creating Sales Orders with One-time Payment Cards,Creating Sales Orders with One-time Payment Cards,Sales (SD),Create sales orders using a one-time electronic payment card.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
279,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_CBDC689F84D1C2B0,Internal Sales Representative,Creating Sales Quantity Contracts,Creating Sales Quantity Contracts,Sales (SD),Create sales quantity contracts.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
280,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_4AC987037D8AC590,Internal Sales Representative,Creating Sales Quotations,Creating Sales Quotations,Sales (SD),Create and print a sales quotation.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
281,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_1E9AFF6F5C09FDA2,Internal Sales Representative,Creating Sales Value Contracts,Creating Sales Value Contracts,Sales (SD),Create a sales contract based on value.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
282,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_59035E1136BCD3B9,Purchaser,Creating Scheduling Agreements with Release Documents,Creating Scheduling Agreements with Release Documents,Procurement (MM-PUR),Create a scheduling agreement for the material/supplier combination.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
283,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_3DCBB6785E49E8BB,Purchaser,Creating Scheduling Agreements Without Release Documents,Creating Scheduling Agreements Without Release Documents,Procurement (MM-PUR),Create a scheduling agreement without release documentation.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
284,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_D1E80DF57B6EF480,Strategic Buyer,Creating Sections and Questions in the Question Library,Creating Sections and Questions in the Question Library,Procurement (MM-PUR),Create sections and questions.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
285,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_EF38D58DD6FB80A5,Accounts Payable Accountant,Creating Supplier Credit Memos  (1Z3),Creating Supplier Credit Memos  (1Z3),Finance - Accounts Payable (FI-AP),Create and post supplier credit memos in accelerated third party returns.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
286,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_E852F752FF74418D,Strategic Buyer,Creating Supplier Evaluation Weighting and Scoring,Creating Supplier Evaluation Weighting and Scoring,Procurement (MM-PUR),Create supplier evaluation weighting and scoring.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
287,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_B71E268483F6BC83,Accounts Payable Accountant,Creating Supplier Invoices (18J),Creating Supplier Invoices (18J),Finance - Accounts Payable (FI-AP),"Create, check, and post supplier invoices.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
288,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_95280F0D7B683285,Accounts Payable Accountant,Creating Supplier Invoices (BDK),Creating Supplier Invoices (BDK),Finance - Accounts Payable (FI-AP),Create a supplier invoice with PO/GR relation.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
